Production_ID,Date,Production_Line,Shift,Machine_ID,Operator_ID,Product,Planned_Qty,Produced_Qty,Scrap_Qty,Downtime_Minutes,Downtime_Reason,Efficiency_Percent,Scrap_Rate_Percent
PRD14895,2025-12-08,Pickling Line,B,MC008,OP027,HR Coil,1749,1693,56,50,Power Failure,91.9,3.2
PRD14896,2025-05-26,Slitting Line,C,MC002,OP004,GI Sheet,840,818,22,53,Mechanical Failure,92.0,2.62
PRD14897,2025-01-12,Cut-to-Length Line,B,MC012,OP030,CR Coil,1536,1505,31,73,Quality Inspection,96.2,2.02
PRD14898,2025-03-28,Rolling Line,B,MC007,OP028,HR Coil,2316,2278,38,15,Quality Inspection,93.8,1.64
PRD14899,2025-04-19,Cut-to-Length Line,B,MC014,OP008,GI Sheet,1638,1598,40,61,Power Failure,96.1,2.44
PRD14900,2025-12-11,Rolling Line,A,MC010,OP025,CR Sheet,761,746,15,67,Quality Inspection,96.7,1.97
PRD14901,2025-09-23,Pickling Line,C,MC020,OP017,CR Coil,1225,1210,15,38,Material Shortage,93.7,1.22
PRD14902,2025-08-10,Slitting Line,A,MC014,OP030,GP Coil,1090,1084,6,57,Tool Change,97.4,0.55
PRD14903,2025-03-15,Slitting Line,A,MC011,OP028,GI Sheet,1566,1512,54,69,Material Shortage,98.3,3.45
PRD14904,2025-11-29,Pickling Line,B,MC019,OP003,CR Sheet,581,561,20,46,Material Shortage,94.3,3.44
PRD14905,2025-11-06,Cut-to-Length Line,A,MC001,OP003,GI Sheet,978,928,50,60,Mechanical Failure,96.4,5.11
PRD14906,2025-04-12,Finishing Line,C,MC002,OP012,Steel Plate,934,916,18,16,Quality Inspection,93.2,1.93
PRD14907,2025-05-17,Finishing Line,C,MC003,OP008,Steel Strip,574,563,11,29,Quality Inspection,95.4,1.92
PRD14908,2025-07-10,Cut-to-Length Line,A,MC005,OP021,GI Sheet,2380,2327,53,58,Mechanical Failure,98.5,2.23
PRD14909,2025-05-22,Pickling Line,B,MC011,OP005,Steel Plate,924,899,25,25,Quality Inspection,93.9,2.71
PRD14910,2025-12-23,Slitting Line,B,MC019,OP027,CR Sheet,588,570,18,33,Scheduled Maintenance,94.0,3.06
PRD14911,2025-03-14,Rolling Line,A,MC007,OP015,HR Coil,1733,1711,22,39,Material Shortage,91.9,1.27
PRD14912,2025-11-24,Slitting Line,C,MC016,OP008,Steel Strip,1174,1111,63,25,Scheduled Maintenance,91.5,5.37
PRD14913,2025-06-16,Finishing Line,B,MC020,OP013,GI Sheet,1628,1603,25,27,Tool Change,94.8,1.54
PRD14914,2025-06-17,Slitting Line,B,MC008,OP022,CR Coil,1567,1545,22,64,Material Shortage,96.6,1.4
PRD14915,2025-02-23,Pickling Line,C,MC004,OP006,HR Sheet,513,501,12,75,Quality Inspection,91.7,2.34
PRD14916,2025-09-16,Slitting Line,A,MC012,OP023,GI Sheet,992,954,38,41,Tool Change,98.0,3.83
PRD14917,2025-04-21,Slitting Line,B,MC018,OP010,GI Sheet,1963,1863,100,25,Mechanical Failure,93.4,5.09
PRD14918,2025-08-20,Rolling Line,C,MC014,OP001,CR Coil,1223,1194,29,88,Mechanical Failure,92.4,2.37
PRD14919,2025-06-10,Cut-to-Length Line,A,MC017,OP009,GI Sheet,1325,1301,24,31,Material Shortage,95.7,1.81
PRD14920,2025-12-18,Pickling Line,C,MC012,OP005,Steel Plate,926,887,39,69,Material Shortage,88.8,4.21
PRD14921,2025-11-23,Cut-to-Length Line,A,MC009,OP024,Steel Strip,1966,1904,62,64,Quality Inspection,99.0,3.15
PRD14922,2025-01-19,Pickling Line,C,MC016,OP012,Steel Strip,682,645,37,94,Mechanical Failure,94.1,5.43
PRD14923,2025-10-17,Cut-to-Length Line,C,MC010,OP026,CR Coil,792,782,10,57,Quality Inspection,89.0,1.26
PRD14924,2025-02-19,Cut-to-Length Line,B,MC020,OP013,GP Coil,1685,1650,35,101,Quality Inspection,94.5,2.08
PRD14925,2025-06-24,Cut-to-Length Line,A,MC020,OP006,GI Sheet,730,716,14,52,Quality Inspection,96.5,1.92
PRD14926,2025-10-29,Pickling Line,A,MC011,OP016,Steel Strip,1441,1372,69,69,Mechanical Failure,96.3,4.79
PRD14927,2025-07-03,Slitting Line,A,MC009,OP012,HR Sheet,1443,1400,43,25,Quality Inspection,92.5,2.98
PRD14928,2025-07-04,Finishing Line,B,MC001,OP022,GI Sheet,1741,1653,88,11,Quality Inspection,92.8,5.05
PRD14929,2025-12-05,Rolling Line,A,MC016,OP004,CR Sheet,2459,2399,60,17,Material Shortage,99.0,2.44
PRD14930,2025-11-03,Rolling Line,B,MC004,OP003,Steel Plate,519,504,15,93,Scheduled Maintenance,93.6,2.89
PRD14931,2025-11-06,Slitting Line,A,MC008,OP002,CR Coil,925,908,17,26,Tool Change,96.3,1.84
PRD14932,2025-12-12,Cut-to-Length Line,A,MC002,OP010,HR Sheet,1518,1470,48,80,Quality Inspection,98.2,3.16
PRD14933,2025-03-22,Rolling Line,B,MC014,OP027,CR Sheet,571,557,14,163,Mechanical Failure,95.0,2.45
PRD14934,2025-06-05,Cut-to-Length Line,B,MC009,OP012,GI Sheet,1246,1205,41,67,Tool Change,99.0,3.29
PRD14935,2025-10-02,Pickling Line,C,MC014,OP004,Steel Plate,2483,2334,149,37,Tool Change,90.8,6.0
PRD14936,2025-10-10,Pickling Line,A,MC014,OP015,CR Sheet,2186,2109,77,49,Power Failure,97.3,3.52
PRD14937,2025-09-06,Pickling Line,A,MC012,OP014,GP Coil,1062,1047,15,71,Mechanical Failure,95.5,1.41
PRD14938,2025-05-27,Pickling Line,C,MC011,OP013,Steel Strip,854,806,48,40,Tool Change,96.2,5.62
PRD14939,2025-01-07,Rolling Line,A,MC001,OP017,GP Coil,1151,1131,20,93,Scheduled Maintenance,98.6,1.74
PRD14940,2025-06-06,Rolling Line,C,MC001,OP022,Steel Plate,2470,2365,105,74,Material Shortage,90.2,4.25
PRD14941,2025-06-20,Slitting Line,B,MC011,OP027,CR Coil,1139,1117,22,30,Scheduled Maintenance,95.0,1.93
PRD14942,2025-03-10,Cut-to-Length Line,A,MC020,OP023,GI Sheet,1270,1246,24,57,Material Shortage,97.7,1.89
PRD14943,2025-04-04,Pickling Line,B,MC015,OP005,Steel Plate,1018,993,25,24,Tool Change,94.0,2.46
PRD14944,2025-12-29,Pickling Line,C,MC009,OP010,Steel Plate,2200,2120,80,38,Power Failure,92.7,3.64
PRD14945,2025-07-05,Pickling Line,C,MC020,OP010,Steel Plate,1543,1472,71,29,Mechanical Failure,98.5,4.6
PRD14946,2025-06-19,Pickling Line,C,MC017,OP026,HR Sheet,1773,1730,43,23,Tool Change,95.9,2.43
PRD14947,2025-07-23,Slitting Line,B,MC010,OP017,Steel Strip,1739,1683,56,60,Quality Inspection,92.8,3.22
PRD14948,2025-02-11,Rolling Line,A,MC015,OP019,HR Coil,685,671,14,23,Mechanical Failure,96.3,2.04
PRD14949,2025-01-13,Finishing Line,B,MC012,OP022,Steel Strip,1868,1782,86,23,Scheduled Maintenance,97.2,4.6
PRD14950,2025-06-03,Pickling Line,A,MC005,OP023,GP Coil,2310,2265,45,32,Material Shortage,97.6,1.95
PRD14951,2025-10-01,Cut-to-Length Line,C,MC014,OP025,Steel Strip,1038,998,40,89,Quality Inspection,95.1,3.85
PRD14952,2025-10-25,Pickling Line,A,MC010,OP012,CR Sheet,704,680,24,26,Material Shortage,99.0,3.41
PRD14953,2025-02-20,Cut-to-Length Line,B,MC020,OP028,CR Sheet,1865,1812,53,63,Mechanical Failure,92.1,2.84
PRD14954,2025-07-31,Pickling Line,B,MC001,OP002,HR Coil,1943,1884,59,76,Power Failure,96.8,3.04
PRD14955,2025-05-24,Rolling Line,B,MC016,OP003,Steel Plate,943,899,44,163,Scheduled Maintenance,94.8,4.67
PRD14956,2025-12-23,Finishing Line,A,MC004,OP015,Steel Strip,2280,2218,62,0,Material Shortage,94.9,2.72
PRD14957,2025-01-03,Slitting Line,A,MC005,OP013,CR Sheet,2058,1956,102,74,Power Failure,94.6,4.96
PRD14958,2025-09-11,Rolling Line,B,MC009,OP004,CR Sheet,2291,2222,69,70,Mechanical Failure,97.8,3.01
PRD14959,2025-12-01,Rolling Line,C,MC017,OP021,GP Coil,913,902,11,44,Tool Change,98.1,1.2
PRD14960,2025-09-13,Cut-to-Length Line,B,MC006,OP014,GI Sheet,1771,1721,50,69,Mechanical Failure,95.0,2.82
PRD14961,2025-04-08,Cut-to-Length Line,B,MC005,OP013,GI Sheet,2032,1971,61,49,Mechanical Failure,96.6,3.0
PRD14962,2025-06-22,Cut-to-Length Line,B,MC018,OP007,Steel Strip,625,597,28,33,Quality Inspection,90.7,4.48
PRD14963,2025-05-30,Finishing Line,B,MC017,OP014,HR Coil,1990,1957,33,12,Mechanical Failure,90.8,1.66
PRD14964,2025-10-06,Slitting Line,A,MC011,OP006,CR Sheet,1230,1199,31,41,Mechanical Failure,97.0,2.52
PRD14965,2025-02-28,Pickling Line,A,MC003,OP028,HR Coil,2330,2270,60,27,Material Shortage,94.9,2.58
PRD14966,2025-04-23,Cut-to-Length Line,C,MC006,OP005,Steel Strip,1888,1835,53,77,Material Shortage,90.3,2.81
PRD14967,2025-11-20,Finishing Line,B,MC009,OP013,GP Coil,2150,2123,27,3,Mechanical Failure,91.3,1.26
PRD14968,2025-08-31,Slitting Line,A,MC013,OP006,GI Sheet,1589,1559,30,36,Scheduled Maintenance,97.1,1.89
PRD14969,2025-11-06,Finishing Line,A,MC001,OP030,HR Coil,2395,2364,31,28,Quality Inspection,98.1,1.29
PRD14970,2025-02-26,Rolling Line,C,MC015,OP029,Steel Strip,789,770,19,37,Power Failure,94.2,2.41
PRD14971,2025-03-01,Cut-to-Length Line,B,MC020,OP017,Steel Plate,1404,1320,84,83,Scheduled Maintenance,92.2,5.98
PRD14972,2025-11-25,Cut-to-Length Line,C,MC004,OP008,Steel Plate,1736,1661,75,49,Tool Change,92.1,4.32
PRD14973,2025-08-04,Finishing Line,B,MC002,OP007,HR Sheet,839,811,28,0,Mechanical Failure,91.9,3.34
PRD14974,2025-08-21,Rolling Line,A,MC016,OP014,Steel Strip,1631,1596,35,87,Tool Change,96.7,2.15
PRD14975,2025-02-24,Rolling Line,C,MC006,OP003,HR Coil,867,850,17,83,Quality Inspection,90.5,1.96
PRD14976,2025-07-27,Rolling Line,A,MC020,OP018,Steel Strip,2028,1915,113,64,Mechanical Failure,99.0,5.57
PRD14977,2025-03-04,Pickling Line,A,MC015,OP025,CR Sheet,2107,2058,49,50,Material Shortage,98.3,2.33
PRD14978,2025-07-03,Cut-to-Length Line,A,MC019,OP021,Steel Strip,2469,2417,52,78,Material Shortage,93.9,2.11
PRD14979,2025-11-07,Finishing Line,A,MC007,OP025,Steel Strip,1224,1190,34,0,Tool Change,97.3,2.78
PRD14980,2025-10-08,Pickling Line,C,MC011,OP015,CR Coil,2115,2073,42,57,Tool Change,96.3,1.99
PRD14981,2025-01-26,Rolling Line,B,MC018,OP015,HR Coil,1012,1001,11,84,Tool Change,90.3,1.09
PRD14982,2025-06-26,Rolling Line,A,MC008,OP025,CR Coil,757,743,14,155,Mechanical Failure,95.0,1.85
PRD14983,2025-03-04,Rolling Line,B, MC002 ,OP019,GI Sheet,2488,2399,89,57,Power Failure,94.0,3.58
PRD14984,2025-03-14,Cut-to-Length Line,B,MC012,OP019,HR Coil,1558,1541,17,69,Mechanical Failure,95.5,1.09
PRD14985,2025-12-01,Finishing Line,C,MC008,OP013,CR Sheet,573,556,17,28,Power Failure,91.4,2.97
PRD14986,2025-06-16,Finishing Line,C,MC001,OP014,GI Sheet,1440,1392,48,14,Quality Inspection,95.4,3.33
PRD14987,2025-08-13,Slitting Line,A,MC007,OP025,HR Sheet,509,506,3,30,Tool Change,94.7,0.59
PRD14988,2025-03-06,Rolling Line,C,MC009,OP019,HR Coil,690,670,20,77,Tool Change,91.5,2.9
PRD14989,2025-03-10,Slitting Line,A,MC009,OP023,HR Coil,1037,1007,30,49,Quality Inspection,95.3,2.89
PRD14990,2025-01-09,Pickling Line,A,MC002,OP019,Steel Plate,1218,1177,41,56,Material Shortage,98.8,3.37
PRD14991,2025-08-24,Finishing Line,A,MC004,OP017,HR Sheet,996,939,57,19,Power Failure,99.0,5.72
PRD14992,2025-07-17,Rolling Line,A,MC014,OP027,Steel Plate,1882,1769,113,97,Mechanical Failure,97.0,6.0
PRD14993,2025-06-22,Rolling Line,C,MC014,OP012,CR Coil,858,851,7,50,Scheduled Maintenance,86.6,0.82
PRD14994,2025-10-09,Cut-to-Length Line,C,MC008,OP016,Steel Strip,2294,2220,74,72,Mechanical Failure,88.4,3.23
PRD14995,2025-01-28,Cut-to-Length Line,C,MC009,OP019,GI Sheet,1730,1679,51,66,Scheduled Maintenance,94.5,2.95
PRD14996,2025-10-23,Slitting Line,C,MC003,OP021,GP Coil,2209,2155,54,55,Material Shortage,91.0,2.44
PRD14997,2025-05-14,Finishing Line,B,MC019,OP013,CR Coil,881,860,21,31,Mechanical Failure,92.1,2.38
PRD14998,2025-01-27,Rolling Line,A,MC006,OP010,HR Sheet,2458,2407,51,122,Tool Change,96.4,2.07
PRD14999,2025-02-07,Finishing Line,B,MC001,OP008,HR Sheet,2392,2322,70,11,Quality Inspection,96.2,2.93
PRD15000,2025-07-15,Rolling Line,C,MC018,OP023,HR Sheet,1755,1695,60,96,Tool Change,89.5,3.42
PRD15001,2025-07-22,Rolling Line,C,MC008,OP026,Steel Strip,2243,2176,67,46,Power Failure,88.5,2.99
PRD15002,2025-03-26,Slitting Line,B,MC007,OP017,HR Coil,1189,1154,35,77,Mechanical Failure,90.0,2.94
PRD15003,2025-11-16,Rolling Line,C,MC007,OP030,HR Coil,2095,2061,34,38,Mechanical Failure,91.6,1.62
PRD15004,2025-01-30,Pickling Line,C,MC010,OP013,Steel Plate,842,810,32,32,Scheduled Maintenance,93.7,3.8
PRD15005,2025-04-09,Cut-to-Length Line,A,MC004,OP002,Steel Strip,646,634,12,70,Material Shortage,99.0,1.86
PRD15006,2025-07-09,Pickling Line,B,MC018,OP025,HR Sheet,2301,2209,92,64,Mechanical Failure,96.8,4.0
PRD15007,2025-01-12,Cut-to-Length Line,A,MC019,OP026,HR Sheet,1783,1732,51,44,Material Shortage,95.2,2.86
PRD15008,2025-04-01,Slitting Line,B,MC010,OP027,Steel Strip,1108,1070,38,38,Scheduled Maintenance,94.6,3.43
PRD15009,2025-01-30,Rolling Line,C,MC020,OP012,CR Coil,922,902,20,147,Tool Change,92.6,2.17
PRD15010,2025-08-01,Finishing Line,C,MC019,OP024,HR Coil,1600,1577,23,5,Power Failure,87.1,1.44
PRD15011,2025-02-07,Finishing Line,B,MC003,OP018,Steel Strip,830,790,40,20,Power Failure,90.8,4.82
PRD15012,2025-12-07,Rolling Line,C,MC017,OP019,HR Sheet,2078,2005,73,70,Mechanical Failure,93.8,3.51
PRD15013,2025-03-01,Pickling Line,A,MC001,OP024,GI Sheet,1723,1665,58,26,Mechanical Failure,95.3,3.37
PRD15014,2025-10-21,Cut-to-Length Line,A,MC008,OP016,GP Coil,1621,1594,27,98,Tool Change,94.5,1.67
PRD15015,2025-12-26,Rolling Line,A,MC017,OP020,Steel Strip,1048,1024,24,61,Tool Change,98.3,2.29
PRD15016,2025-05-23,Pickling Line,C,MC004,OP002,GP Coil,1480,1451,29,21,Quality Inspection,91.3,1.96
PRD15017,2025-06-29,Pickling Line,C,MC002,OP029,GI Sheet,987,957,30,65,Scheduled Maintenance,90.2,3.04
PRD15018,2025-10-12,Rolling Line,B,MC017,OP020, CR Coil ,1638,1617,21,61,Mechanical Failure,93.8,1.28
PRD15019,2025-04-22,Rolling Line,C,MC002,,CR Coil,1541,1501,40,50,Mechanical Failure,89.8,2.6
PRD15020,2025-08-18,Cut-to-Length Line,C,MC001,OP014,CR Sheet,1808,1737,71,49,Mechanical Failure,92.6,3.93
PRD15021,2025-01-21,Slitting Line,B,MC005,OP024,HR Sheet,1745,1655,90,28,Tool Change,99.0,5.16
PRD15022,2025-05-25,Slitting Line,B,MC006,OP003,GP Coil,1953,1925,28,42,Quality Inspection,92.9,1.43
PRD15023,2025-05-26,Cut-to-Length Line,C,MC012,OP021,CR Sheet,677,651,26,32,Power Failure,91.0,3.84
PRD15024,2025-11-12,Cut-to-Length Line,A,MC010,OP019,HR Sheet,2436,2390,46,69,Mechanical Failure,95.4,1.89
PRD15025,2025-06-15,Slitting Line,A,MC008,OP008,Steel Strip,650,638,12,14,Mechanical Failure,96.9,1.85
PRD15026,2025-05-20,Finishing Line,A,MC014,OP008,Steel Strip,761,753,8,24,Material Shortage,95.6,1.05
PRD15027,2025-07-22,Cut-to-Length Line,C,MC004,OP006,HR Sheet,1998,1945,53,51,Tool Change,95.3,2.65
PRD15028,2025-09-01,Slitting Line,C,MC019,OP010,GP Coil,662,650,12,45,Material Shortage,96.3,1.81
PRD15029,2025-04-23,Pickling Line,B,MC005,OP011,GI Sheet,2412,2295,117,59,Material Shortage,90.5,4.85
PRD15030,2025-07-20,Cut-to-Length Line,C,MC007,OP017,CR Sheet,1816,1764,52,88,Material Shortage,91.9,2.86
PRD15031,2025-11-10,Rolling Line,B,MC020,OP011,HR Sheet,2124,2050,74,66,Material Shortage,93.7,3.48
PRD15032,2025-09-16,Pickling Line,B,MC002,OP019,GP Coil,2340,2305,35,67,Mechanical Failure,91.5,1.5
PRD15033,2025-09-12,Cut-to-Length Line,C,MC011,OP023,HR Sheet,2166,2133,33,75,Tool Change,96.9,1.52
PRD15034,2025-01-23,Pickling Line,B,MC010,OP013,GI Sheet,923,892,31,37,Mechanical Failure,95.7,3.36
PRD15035,2025-09-03,Cut-to-Length Line,B,MC018,OP027,HR Sheet,1199,1145,54,50,Scheduled Maintenance,95.9,4.5
PRD15036,2025-12-05,Pickling Line,A,MC002,OP024,GI Sheet,534,517,17,0,Material Shortage,97.8,3.18
PRD15037,2025-11-07,Rolling Line,A,MC014,OP028,Steel Plate,667,641,26,99,Quality Inspection,99.0,3.9
PRD15038,2025-11-14,Slitting Line,B,MC010,OP003,HR Sheet,740,705,35,50,Power Failure,96.7,4.73
PRD15039,2025-03-28,Pickling Line,A,MC006,OP006,Steel Strip,1198,1138,60,31,Quality Inspection,96.6,5.01
PRD15040,2025-08-07,Cut-to-Length Line,C,MC003,OP002,Steel Strip,2423,2339,84,99,Mechanical Failure,92.2,3.47
PRD15041,2025-12-22,Cut-to-Length Line,B,MC016,OP001,Steel Plate,1692,1620,72,61,Mechanical Failure,95.7,4.26
PRD15042,2025-01-27,Pickling Line,B,MC008,OP016,HR Sheet,554,535,19,61,Scheduled Maintenance,96.2,3.43
PRD15043,2025-10-17,Finishing Line,C,MC009,OP025,HR Coil,2168,2118,50,2,Mechanical Failure,96.2,2.31
PRD15044,2025-10-16,Rolling Line,C,MC011,OP030,GI Sheet,1588,1521,67,82,Power Failure,90.9,4.22
PRD15045,2025-12-14,Rolling Line,A,MC016,OP027,GI Sheet,1426,1380,46,41,Mechanical Failure,94.1,3.23
PRD15046,2025-08-11,Slitting Line,B,MC002,OP009,CR Sheet,1071,1048,23,36,Power Failure,97.7,2.15
PRD15047,2025-12-18,Slitting Line,C,MC005,OP021,HR Coil,2206,2138,68,38,Mechanical Failure,92.6,3.08
PRD15048,2025-06-27,Cut-to-Length Line,A,MC001,OP001,CR Sheet,1532,1466,66,16,Mechanical Failure,97.0,4.31
PRD15049,2025-05-28,Rolling Line,A,MC015,OP018,Steel Plate,1358,1302,56,64,Quality Inspection,94.6,4.12
PRD15050,2025-08-15,Rolling Line,B,MC007,OP027,GI Sheet,857,833,24,40,Quality Inspection,97.1,2.8
PRD15051,2025-12-17,Slitting Line,B,MC016,OP017,CR Coil,941,927,14,60,Quality Inspection,97.4,1.49
PRD15052,2025-07-05,Cut-to-Length Line,A,MC012,OP016,Steel Strip,1411,1359,52,65,Material Shortage,96.8,3.69
PRD15053,2025-10-21,Finishing Line,B,MC019,OP006,GP Coil,953,926,27,7,Tool Change,93.0,2.83
PRD15054,2025-02-10,Cut-to-Length Line,B,MC015,OP018,GP Coil,1516,1498,18,62,Material Shortage,97.2,1.19
PRD15055,2025-07-10,Rolling Line,B,MC003,OP014,HR Coil,1355,1345,10,90,Mechanical Failure,98.7,0.74
PRD15056,2025-03-20,Pickling Line,C,MC020,OP017,Steel Plate,1612,1537,75,43,Tool Change,98.9,4.65
PRD15057,2025-07-24,Rolling Line,C,MC005,OP026,GP Coil,1813,1773,40,88,Quality Inspection,94.5,2.21
PRD15058,2025-10-05,Slitting Line,B,MC015,OP006,HR Coil,1122,1097,25,73,Mechanical Failure,93.9,2.23
PRD15059,2025-09-29,Finishing Line,B,MC017,OP011,HR Sheet,2070,1982,88,33,Quality Inspection,94.0,4.25
PRD15060,2025-02-01,Pickling Line,C,MC016,OP002,CR Sheet,1128,1097,31,58,Mechanical Failure,95.1,2.75
PRD15061,2025-05-22,Rolling Line,B,MC016,OP025,CR Sheet,1992,1956,36,118,Mechanical Failure,89.8,1.81
PRD15062,2025-09-08,Pickling Line,C,MC012,OP026,CR Sheet,2240,2205,35,51,Quality Inspection,96.4,1.56
PRD15063,2025-10-21,Rolling Line,B,MC004,OP003,HR Coil,1177,1157,20,106,Power Failure,94.9,1.7
PRD15064,2025-04-08,Slitting Line,B,MC005,OP026,Steel Plate,1317,1277,40,42,Power Failure,91.8,3.04
PRD15065,2025-05-16,Pickling Line,A,MC008,OP029,Steel Plate,2027,1954,73,56,Material Shortage,96.8,3.6
PRD15066,2025-10-04,Slitting Line,C,MC012,OP008,CR Coil,2129,2106,23,62,Quality Inspection,90.8,1.08
PRD15067,2025-11-08,Finishing Line,B,MC005,OP030,HR Coil,1919,1856,63,21,Scheduled Maintenance,95.5,3.28
PRD15068,2025-10-29,Pickling Line,C,MC011,OP009,HR Coil,596,580,16,71,Power Failure,90.5,2.68
PRD15069,2025-02-12,Finishing Line,B,MC019,OP030,CR Coil,913,896,17,23,Tool Change,99.0,1.86
PRD15070,2025-04-30,Cut-to-Length Line,A,MC010,OP010,GI Sheet,671,640,31,48,Tool Change,98.9,4.62
PRD15071,2025-08-08,Cut-to-Length Line,B,MC018,OP021,Steel Strip,1226,1198,28,95,Power Failure,94.3,2.28
PRD15072,2025-02-15,Pickling Line,A,MC012,OP022,Steel Plate,2025,1973,52,74,Quality Inspection,96.1,2.57
PRD15073,2025-08-24,Rolling Line,B,MC009,OP013,CR Coil,1228,1214,14,151,Tool Change,98.7,1.14
PRD15074,2025-02-17,Cut-to-Length Line,A,MC010,OP012,HR Sheet,1617,1609,8,51,Tool Change,96.5,0.49
PRD15075,2025-07-17,Slitting Line,A,MC020,OP010,Steel Strip,2259,2187,72,48,Mechanical Failure,98.5,3.19
PRD15076,2025-03-25,Rolling Line,A,MC020,OP028,CR Sheet,1745,1698,47,120,Tool Change,96.4,2.69
PRD15077,2025-01-31,Pickling Line,C,MC019,OP021,GP Coil,1386,1358,28,65,Quality Inspection,92.4,2.02
PRD15078,2025-06-10,Cut-to-Length Line,C,MC006,OP030,HR Coil,2415,2373,42,71,Power Failure,89.2,1.74
PRD15079,2025-03-12,Finishing Line,A,MC010,OP014,HR Coil,1231,1210,21,38,Scheduled Maintenance,99.0,1.71
PRD15080,2025-01-08,Slitting Line,B,MC019,OP006,HR Sheet,2411,2350,61,38,Material Shortage,96.8,2.53
PRD15081,2025-02-21,Pickling Line,B,MC009,OP027,Steel Plate,1013,968,45,46,Tool Change,87.3,4.44
PRD15082,2025-02-14,Finishing Line,B,MC016,OP002,CR Sheet,1981,1932,49,40,Tool Change,89.6,2.47
PRD15083,2025-10-20,Slitting Line,A,MC008,OP015,GI Sheet,855,827,28,31,Power Failure,98.8,3.27
PRD15084,2025-10-27,Rolling Line,A,MC012,OP028,GI Sheet,2300,2219,81,74,Material Shortage,98.1,3.52
PRD15085,2025-02-07,Slitting Line,C,MC005,OP025,HR Sheet,2106,2061,45,30,Quality Inspection,88.0,2.14
PRD15086,2025-12-21,Finishing Line,C,MC011,OP023,CR Sheet,1774,1729,45,20,Mechanical Failure,87.6,2.54
PRD15087,2025-08-19,Rolling Line,B,MC019,OP022,Steel Plate,1279,1213,66,72,Quality Inspection,97.1,5.16
PRD15088,2025-09-19,Slitting Line,C,MC003,OP030,Steel Plate,1429,1399,30,51,Mechanical Failure,85.0,2.1
PRD15089,2025-03-09,Pickling Line,B,MC015,OP015,CR Sheet,1346,1304,42,52,Quality Inspection,95.2,3.12
PRD15090,2025-06-28,Finishing Line,A,MC020,OP027,GI Sheet,1700,1643,57,14,Material Shortage,94.3,3.35
PRD15091,2025-12-23,Finishing Line,C,MC003,,Steel Plate,1190,1159,31,17,Material Shortage,94.9,2.61
PRD15092,2025-07-05,Pickling Line,A,MC001,OP026,CR Sheet,1919,1882,37,45,Material Shortage,99.0,1.93
PRD15093,2025-07-20,Finishing Line,C,MC011,OP025,Steel Strip,867,822,45,3,Scheduled Maintenance,87.6,5.19
PRD15094,2025-01-13,Rolling Line,B,MC013,OP011,GI Sheet,1137,1122,15,82,Mechanical Failure,94.1,1.32
PRD15095,2025-08-02,Rolling Line,C,MC005,OP029,Steel Strip,505,481,24,57,Quality Inspection,89.9,4.75
PRD15096,2025-08-08,Finishing Line,B,MC007,OP007,CR Sheet,1549,1507,42,19,Tool Change,95.2,2.71
PRD15097,2025-10-13,Pickling Line,C,MC001,OP015,CR Sheet,952,926,26,22,Material Shortage,94.7,2.73
PRD15098,2025-09-01,Rolling Line,A,MC013,OP020,CR Coil,548,544,4,76,Material Shortage,96.8,0.73
PRD15099,2025-12-22,Pickling Line,A,MC010,OP019,HR Coil,2470,2392,78,37,Mechanical Failure,95.0,3.16
PRD15100,2025-09-15,Cut-to-Length Line,C,MC020,OP029,CR Sheet,829,799,30,65,Mechanical Failure,92.3,3.62
PRD15101,2025-02-27,Finishing Line,C,MC018,OP014,Steel Plate,1096,1083,13,11,Mechanical Failure,99.0,1.19
PRD15102,2025-02-05,Finishing Line,C,MC013,OP010,GP Coil,2255,2230,25,22,Power Failure,91.3,1.11
PRD15103,2025-11-24,Pickling Line,B,MC001,OP024,Steel Strip,1948,1890,58,16,Power Failure,97.0,2.98
PRD15104,2025-07-12,Finishing Line,B,MC017,OP006,CR Sheet,2302,2256,46,19,Mechanical Failure,95.3,2.0
PRD15105,2025-11-29,Pickling Line,B,MC012,OP002,CR Sheet,1117,1081,36,21,Tool Change,94.3,3.22
PRD15106,2025-02-19,Cut-to-Length Line,A,MC006,OP007,HR Sheet,802,788,14,31,Scheduled Maintenance,93.8,1.75
PRD15107,2025-02-01,Cut-to-Length Line,C,MC007,OP024,GP Coil,1921,1883,38,28,Quality Inspection,93.6,1.98
PRD15108,2025-04-08,Pickling Line,C,MC001,OP021,CR Sheet,2307,2250,57,59,Quality Inspection,94.9,2.47
PRD15109,2025-02-12,Rolling Line,C,MC010,OP003,GP Coil,1823,1780,43,123,Tool Change,85.6,2.36
PRD15110,2025-12-17,Slitting Line,B,MC003,OP028,HR Sheet,2349,2270,79,55,Material Shortage,94.6,3.36
PRD15111,2025-11-30,Cut-to-Length Line,B,MC007,OP008,Steel Strip,1634,1599,35,53,Power Failure,93.3,2.14
PRD15112,2025-11-06,Rolling Line,C,MC010,OP018,GI Sheet,1544,1468,76,63,Tool Change,90.5,4.92
PRD15113,2025-02-16,Rolling Line,C,MC010,OP026,CR Coil,1153,1131,22,0,Tool Change,99.0,1.91
PRD15114,2025-09-27,Slitting Line,C,MC009,OP015,Steel Strip,1727,1653,74,6,Quality Inspection,93.8,4.28
PRD15115,2025-11-07,Rolling Line,B,MC006,OP011,CR Coil,2061,2035,26,105,Tool Change,91.1,1.26
