Production_ID,Date,Production_Line,Shift,Machine_ID,Operator_ID,Product,Planned_Qty,Produced_Qty,Scrap_Qty,Downtime_Minutes,Downtime_Reason,Efficiency_Percent,Scrap_Rate_Percent,Good_Qty,Production_Loss,Downtime_Hours,Month,Quarter,Week,Day_Name,Efficiency_Category
PRD18597,2025-05-09,Cut-To-Length Line,B,MC006,OP007,CR Sheet,1304,1280,24,56,Material Shortage,93.1,1.84,1256,24,0.93,May,2,19,Friday,Medium
PRD18598,2025-09-13,Rolling Line,C,MC007,OP009,Steel Strip,766,746,20,8,Quality Inspection,85.1,2.61,726,20,0.13,September,3,37,Saturday,Low
PRD18599,2025-08-19,Pickling Line,C,MC017,OP027,Steel Strip,1620,1566,54,81,Material Shortage,96.4,3.33,1512,54,1.35,August,3,34,Tuesday,High
PRD18600,2025-05-17,Finishing Line,A,MC009,OP016,Steel Plate,703,670,33,48,Tool Change,99.0,4.69,637,33,0.8,May,2,20,Saturday,High
PRD18601,2025-12-17,Pickling Line,A,MC012,OP002,CR Coil,899,882,17,54,Power Failure,99.0,1.89,865,17,0.9,December,4,51,Wednesday,High
PRD18602,2025-12-21,Rolling Line,C,MC014,OP023,CR Coil,1396,1373,23,35,Material Shortage,92.0,1.65,1350,23,0.58,December,4,51,Sunday,Medium
PRD18603,2025-04-22,Rolling Line,B,MC011,OP023,HR Sheet,905,878,27,50,Scheduled Maintenance,92.6,2.98,851,27,0.83,April,2,17,Tuesday,Medium
PRD18604,2025-11-04,Finishing Line,A,MC004,OP020,Steel Strip,1732,1646,86,38,Scheduled Maintenance,91.7,4.97,1560,86,0.63,November,4,45,Tuesday,Medium
PRD18606,2025-02-02,Cut-To-Length Line,A,MC006,OP023,Steel Strip,1187,1116,71,98,Quality Inspection,97.6,5.98,1045,71,1.63,February,1,5,Sunday,High
PRD18607,2025-09-17,Slitting Line,B,MC019,OP004,Steel Plate,1058,1028,30,9,Mechanical Failure,96.2,2.84,998,30,0.15,September,3,38,Wednesday,High
PRD18608,2025-03-28,Pickling Line,A,MC016,OP014,HR Coil,2345,2281,64,33,Material Shortage,96.9,2.73,2217,64,0.55,March,1,13,Friday,High
PRD18609,2025-11-27,Finishing Line,A,MC016,OP009,CR Coil,2182,2144,38,18,Tool Change,95.9,1.74,2106,38,0.3,November,4,48,Thursday,High
PRD18610,2025-09-22,Slitting Line,B,MC004,OP014,Steel Plate,618,581,37,19,Power Failure,96.8,5.99,544,37,0.32,September,3,39,Monday,High
PRD18611,2025-11-16,Cut-To-Length Line,A,MC005,OP011,Steel Plate,1843,1804,39,32,Quality Inspection,97.7,2.12,1765,39,0.53,November,4,46,Sunday,High
PRD18612,2025-01-30,Rolling Line,A,MC010,OP020,GP Coil,1077,1059,18,180,Quality Inspection,98.8,1.67,1041,18,3.0,January,1,5,Thursday,High
PRD18613,2025-08-20,Rolling Line,C,MC005,OP013,CR Coil,1010,1003,7,104,Quality Inspection,89.3,0.69,996,7,1.73,August,3,34,Wednesday,Low
PRD18614,2025-03-17,Cut-To-Length Line,C,MC009,OP029,GP Coil,1539,1501,38,64,Material Shortage,85.7,2.47,1463,38,1.07,March,1,12,Monday,Low
PRD18615,2025-05-09,Finishing Line,A,MC018,OP017,Steel Plate,1434,1371,63,14,Mechanical Failure,96.7,4.39,1308,63,0.23,May,2,19,Friday,High
PRD18616,2025-09-28,Cut-To-Length Line,C,MC006,OP022,CR Sheet,1928,1865,63,114,Material Shortage,92.6,3.27,1802,63,1.9,September,3,39,Sunday,Medium
PRD18617,2025-03-30,Rolling Line,A,MC014,OP005,CR Coil,2336,2288,48,34,Mechanical Failure,96.0,2.05,2240,48,0.57,March,1,13,Sunday,High
PRD18618,2025-06-19,Slitting Line,B,MC020,OP004,HR Coil,1204,1173,31,55,Scheduled Maintenance,95.8,2.57,1142,31,0.92,June,2,25,Thursday,High
PRD18619,2025-05-08,Finishing Line,B,MC016,OP027,CR Sheet,522,512,10,22,Material Shortage,95.9,1.92,502,10,0.37,May,2,19,Thursday,High
PRD18620,2025-06-23,Slitting Line,C,MC003,OP029,HR Sheet,1393,1371,22,38,Tool Change,92.5,1.58,1349,22,0.63,June,2,26,Monday,Medium
PRD18621,2025-01-26,Finishing Line,B,MC001,OP013,GI Sheet,2461,2372,89,22,Mechanical Failure,96.5,3.62,2283,89,0.37,January,1,4,Sunday,High
PRD18622,2025-03-02,Slitting Line,A,MC006,OP012,HR Sheet,1994,1940,54,50,Material Shortage,96.3,2.71,1886,54,0.83,March,1,9,Sunday,High
PRD18623,2025-03-08,Finishing Line,B,MC001,OP003,Steel Plate,1277,1235,42,14,Mechanical Failure,96.4,3.29,1193,42,0.23,March,1,10,Saturday,High
PRD18624,2025-01-26,Finishing Line,C,MC006,OP004,HR Sheet,1607,1581,26,30,Mechanical Failure,94.0,1.62,1555,26,0.5,January,1,4,Sunday,Medium
PRD18625,2025-03-24,Rolling Line,B,MC005,OP017,Steel Strip,1279,1224,55,78,Mechanical Failure,91.4,4.3,1169,55,1.3,March,1,13,Monday,Medium
PRD18626,2025-12-30,Cut-To-Length Line,C,MC012,OP021,HR Sheet,850,835,15,40,Scheduled Maintenance,92.3,1.76,820,15,0.67,December,4,1,Tuesday,Medium
PRD18627,2025-03-01,Rolling Line,B,MC006,OP018,HR Coil,540,531,9,120,Tool Change,93.1,1.67,522,9,2.0,March,1,9,Saturday,Medium
PRD18628,2025-02-08,Rolling Line,C,MC008,OP015,GI Sheet,2154,2063,91,0,Mechanical Failure,89.1,4.22,1972,91,0.0,February,1,6,Saturday,Low
PRD18629,2025-05-03,Pickling Line,B,MC019,OP007,HR Sheet,1067,1046,21,23,Quality Inspection,98.6,1.97,1025,21,0.38,May,2,18,Saturday,High
PRD18630,2025-10-19,Pickling Line,A,MC005,OP009,CR Coil,705,692,13,88,Tool Change,93.8,1.84,679,13,1.47,October,4,42,Sunday,Medium
PRD18631,2025-10-04,Slitting Line,C,MC015,OP014,HR Coil,1913,1892,21,36,Scheduled Maintenance,95.0,1.1,1871,21,0.6,October,4,40,Saturday,Medium
PRD18632,2025-10-31,Pickling Line,C,MC014,OP022,HR Coil,536,526,10,59,Mechanical Failure,89.0,1.87,516,10,0.98,October,4,44,Friday,Low
PRD18633,2025-10-09,Rolling Line,C,MC016,OP022,HR Sheet,863,818,45,65,Power Failure,95.5,5.21,773,45,1.08,October,4,41,Thursday,High
PRD18634,2025-07-10,Rolling Line,B,MC006,OP010,HR Sheet,2189,2132,57,90,Scheduled Maintenance,95.1,2.6,2075,57,1.5,July,3,28,Thursday,High
PRD18635,2025-10-19,Pickling Line,B,MC017,OP028,GI Sheet,2242,2157,85,51,Quality Inspection,93.7,3.79,2072,85,0.85,October,4,42,Sunday,Medium
PRD18636,2025-06-01,Pickling Line,C,MC017,OP010,HR Coil,947,932,15,82,Tool Change,94.9,1.58,917,15,1.37,June,2,22,Sunday,Medium
PRD18637,2025-08-21,Cut-To-Length Line,A,MC016,OP019,CR Coil,2293,2269,24,54,Quality Inspection,98.4,1.05,2245,24,0.9,August,3,34,Thursday,High
PRD18638,2025-05-26,Cut-To-Length Line,C,MC001,OP024,CR Sheet,1780,1731,49,86,Quality Inspection,93.2,2.75,1682,49,1.43,May,2,22,Monday,Medium
PRD18639,2025-09-28,Finishing Line,A,MC018,OP013,CR Coil,1098,1093,5,22,Mechanical Failure,98.0,0.46,1088,5,0.37,September,3,39,Sunday,High
PRD18640,2025-12-01,Pickling Line,A,MC004,OP003,Steel Plate,1270,1249,21,48,Material Shortage,99.0,1.65,1228,21,0.8,December,4,49,Monday,High
PRD18641,2025-05-14,Rolling Line,A,MC003,OP016,GI Sheet,2038,1972,66,105,Power Failure,94.5,3.24,1906,66,1.75,May,2,20,Wednesday,Medium
PRD18642,2025-06-20,Cut-To-Length Line,B,MC003,OP011,GP Coil,1168,1152,16,56,Mechanical Failure,94.1,1.37,1136,16,0.93,June,2,25,Friday,Medium
PRD18643,2025-01-28,Cut-To-Length Line,A,MC013,OP004,CR Coil,1545,1534,11,41,Mechanical Failure,94.1,0.71,1523,11,0.68,January,1,5,Tuesday,Medium
PRD18644,2025-05-16,Pickling Line,A,MC020,OP003,HR Sheet,2049,1978,71,12,Tool Change,95.5,3.47,1907,71,0.2,May,2,20,Friday,High
PRD18645,2025-08-29,Cut-To-Length Line,B,MC004,OP002,GP Coil,1068,1046,22,46,Quality Inspection,92.5,2.06,1024,22,0.77,August,3,35,Friday,Medium
PRD18646,2025-12-10,Slitting Line,B,MC011,OP030,HR Coil,1714,1665,49,94,Power Failure,93.4,2.86,1616,49,1.57,December,4,50,Wednesday,Medium
PRD18647,2025-08-16,Rolling Line,C,MC005,OP015,GI Sheet,1087,1056,31,15,Material Shortage,88.3,2.85,1025,31,0.25,August,3,33,Saturday,Low
PRD18648,2025-10-14,Cut-To-Length Line,A,MC002,OP001,Steel Strip,2499,2418,81,89,Material Shortage,96.4,3.24,2337,81,1.48,October,4,42,Tuesday,High
PRD18649,2025-10-30,Slitting Line,A,MC006,OP030,GI Sheet,2208,2150,58,62,Quality Inspection,96.4,2.63,2092,58,1.03,October,4,44,Thursday,High
PRD18650,2025-02-03,Pickling Line,A,MC005,OP001,CR Coil,659,646,13,66,Power Failure,97.7,1.97,633,13,1.1,February,1,6,Monday,High
PRD18651,2025-01-02,Pickling Line,B,MC001,OP001,CR Coil,631,620,11,93,Mechanical Failure,92.6,1.74,609,11,1.55,January,1,1,Thursday,Medium
PRD18652,2025-12-28,Pickling Line,B,MC011,OP026,GI Sheet,1273,1216,57,67,Power Failure,99.0,4.48,1159,57,1.12,December,4,52,Sunday,High
PRD18653,2025-07-14,Pickling Line,A,MC006,OP021,Steel Strip,1900,1828,72,39,Mechanical Failure,97.2,3.79,1756,72,0.65,July,3,29,Monday,High
PRD18654,2025-04-04,Rolling Line,B,MC017,OP010,GP Coil,2392,2319,73,88,Mechanical Failure,92.7,3.05,2246,73,1.47,April,2,14,Friday,Medium
PRD18655,2025-11-24,Finishing Line,C,MC011,OP001,GI Sheet,537,517,20,31,Mechanical Failure,89.3,3.72,497,20,0.52,November,4,48,Monday,Low
PRD18657,2025-05-15,Pickling Line,B,MC016,OP005,Steel Strip,794,773,21,38,Quality Inspection,95.1,2.64,752,21,0.63,May,2,20,Thursday,High
PRD18658,2025-07-23,Rolling Line,A,MC020,OP020,Steel Plate,1896,1822,74,110,Tool Change,96.5,3.9,1748,74,1.83,July,3,30,Wednesday,High
PRD18659,2025-09-07,Rolling Line,A,MC005,OP018,Steel Strip,2055,1942,113,91,Tool Change,96.8,5.5,1829,113,1.52,September,3,36,Sunday,High
PRD18660,2025-05-27,Cut-To-Length Line,A,MC007,OP003,GI Sheet,1019,1006,13,64,Tool Change,96.5,1.28,993,13,1.07,May,2,22,Tuesday,High
PRD18661,2025-12-12,Slitting Line,B,MC003,OP008,Steel Strip,1806,1771,35,44,Power Failure,96.0,1.94,1736,35,0.73,December,4,50,Friday,High
PRD18662,2025-12-14,Slitting Line,B,MC002,OP015,GP Coil,1163,1130,33,38,Mechanical Failure,96.1,2.84,1097,33,0.63,December,4,50,Sunday,High
PRD18663,2025-09-11,Slitting Line,C,MC001,OP003,HR Coil,1102,1075,27,42,Tool Change,91.6,2.45,1048,27,0.7,September,3,37,Thursday,Medium
PRD18664,2025-11-30,Pickling Line,C,MC008,OP019,GP Coil,1095,1079,16,49,Material Shortage,92.4,1.46,1063,16,0.82,November,4,48,Sunday,Medium
PRD18665,2025-06-25,Cut-To-Length Line,B,MC007,OP002,HR Sheet,605,581,24,46,Scheduled Maintenance,96.3,3.97,557,24,0.77,June,2,26,Wednesday,High
PRD18666,2025-05-05,Cut-To-Length Line,A,MC010,OP012,GI Sheet,1213,1187,26,85,Tool Change,94.9,2.14,1161,26,1.42,May,2,19,Monday,Medium
PRD18667,2025-09-08,Finishing Line,C,MC014,OP021,GI Sheet,1512,1466,46,20,Tool Change,97.3,3.04,1420,46,0.33,September,3,37,Monday,High
PRD18668,2025-05-11,Rolling Line,C,MC009,OP018,HR Coil,2375,2309,66,31,Mechanical Failure,91.4,2.78,2243,66,0.52,May,2,19,Sunday,Medium
PRD18669,2025-02-19,Cut-To-Length Line,C,MC011,OP010,HR Sheet,2238,2162,76,48,Material Shortage,88.8,3.4,2086,76,0.8,February,1,8,Wednesday,Low
PRD18670,2025-04-03,Rolling Line,A,MC001,OP010,CR Sheet,1076,1038,38,67,Material Shortage,96.5,3.53,1000,38,1.12,April,2,14,Thursday,High
PRD18671,2025-11-06,Pickling Line,C,MC019,OP013,CR Sheet,2021,1974,47,94,Material Shortage,89.8,2.33,1927,47,1.57,November,4,45,Thursday,Low
PRD18672,2025-08-08,Pickling Line,C,MC014,OP012,Steel Strip,1740,1659,81,53,Scheduled Maintenance,91.5,4.66,1578,81,0.88,August,3,32,Friday,Medium
PRD18673,2025-11-30,Rolling Line,B,MC018,OP007,Steel Strip,1374,1338,36,50,Power Failure,94.6,2.62,1302,36,0.83,November,4,48,Sunday,Medium
PRD18674,2025-11-30,Slitting Line,C,MC012,OP026,Steel Strip,1599,1549,50,30,Tool Change,89.8,3.13,1499,50,0.5,November,4,48,Sunday,Low
PRD18675,2025-01-20,Finishing Line,C,MC010,OP024,CR Sheet,893,876,17,20,Material Shortage,91.5,1.9,859,17,0.33,January,1,4,Monday,Medium
PRD18676,2025-07-24,Rolling Line,B,MC018,OP016,Steel Plate,1584,1514,70,90,Quality Inspection,94.7,4.42,1444,70,1.5,July,3,30,Thursday,Medium
PRD18677,2025-04-01,Pickling Line,C,MC003,OP022,CR Coil,1092,1068,24,44,Power Failure,93.5,2.2,1044,24,0.73,April,2,14,Tuesday,Medium
PRD18679,2025-06-22,Pickling Line,C,MC009,OP005,GP Coil,1650,1616,34,48,Mechanical Failure,92.8,2.06,1582,34,0.8,June,2,25,Sunday,Medium
PRD18680,2025-07-08,Cut-To-Length Line,C,MC012,OP022,GI Sheet,1921,1882,39,55,Quality Inspection,94.8,2.03,1843,39,0.92,July,3,28,Tuesday,Medium
PRD18681,2025-11-08,Finishing Line,B,MC009,OP004,GP Coil,1329,1293,36,27,Material Shortage,99.0,2.71,1257,36,0.45,November,4,45,Saturday,High
PRD18682,2025-01-02,Rolling Line,A,MC009,OP009,Steel Strip,709,675,34,152,Power Failure,98.2,4.8,641,34,2.53,January,1,1,Thursday,High
PRD18683,2025-12-27,Rolling Line,A,MC016,OP018,Steel Strip,982,927,55,88,Power Failure,97.1,5.6,872,55,1.47,December,4,52,Saturday,High
PRD18684,2025-06-17,Cut-To-Length Line,C,MC005,OP030,HR Coil,1613,1603,10,4,Mechanical Failure,97.0,0.62,1593,10,0.07,June,2,25,Tuesday,High
PRD18685,2025-01-24,Cut-To-Length Line,A,MC005,OP014,Steel Plate,2106,2038,68,78,Power Failure,97.1,3.23,1970,68,1.3,January,1,4,Friday,High
PRD18686,2025-12-31,Rolling Line,B,MC014,OP001,Steel Strip,989,960,29,149,Quality Inspection,96.8,2.93,931,29,2.48,December,4,1,Wednesday,High
PRD18687,2025-03-09,Slitting Line,B,MC020,OP027,GI Sheet,2287,2243,44,54,Quality Inspection,95.5,1.92,2199,44,0.9,March,1,10,Sunday,High
PRD18688,2025-07-13,Slitting Line,A,MC014,OP022,HR Sheet,1663,1630,33,22,Mechanical Failure,95.5,1.98,1597,33,0.37,July,3,28,Sunday,High
PRD18689,2025-03-25,Finishing Line,B,MC015,OP028,CR Coil,1851,1816,35,37,Material Shortage,95.1,1.89,1781,35,0.62,March,1,13,Tuesday,High
PRD18690,2025-07-26,Pickling Line,C,MC016,OP006,HR Coil,1152,1128,24,58,Mechanical Failure,98.3,2.08,1104,24,0.97,July,3,30,Saturday,High
PRD18691,2025-02-18,Finishing Line,A,MC007,OP006,CR Coil,1355,1333,22,9,Quality Inspection,94.0,1.62,1311,22,0.15,February,1,8,Tuesday,Medium
PRD18692,2025-02-01,Finishing Line,C,MC011,OP014,GP Coil,1451,1433,18,0,Scheduled Maintenance,93.1,1.24,1415,18,0.0,February,1,5,Saturday,Medium
PRD18693,2025-11-13,Cut-To-Length Line,B,MC004,OP016,GP Coil,1426,1399,27,12,Tool Change,91.4,1.89,1372,27,0.2,November,4,46,Thursday,Medium
PRD18694,2025-06-19,Cut-To-Length Line,B,MC005,OP006,CR Sheet,695,677,18,73,Mechanical Failure,94.2,2.59,659,18,1.22,June,2,25,Thursday,Medium
PRD18695,2025-05-09,Slitting Line,A,MC014,OP020,HR Sheet,1793,1732,61,69,Power Failure,93.6,3.4,1671,61,1.15,May,2,19,Friday,Medium
PRD18696,2025-04-12,Rolling Line,C,MC009,OP011,HR Sheet,1770,1726,44,103,Tool Change,91.9,2.49,1682,44,1.72,April,2,15,Saturday,Medium
PRD18697,2025-02-04,Pickling Line,B,MC009,OP014,Steel Plate,1115,1068,47,63,Mechanical Failure,97.9,4.22,1021,47,1.05,February,1,6,Tuesday,High
PRD18698,2025-11-03,Slitting Line,B,MC011,OP009,CR Coil,883,873,10,82,Scheduled Maintenance,96.2,1.13,863,10,1.37,November,4,45,Monday,High
PRD18699,2025-07-18,Slitting Line,B,MC019,OP007,HR Coil,1846,1806,40,60,Power Failure,93.5,2.17,1766,40,1.0,July,3,29,Friday,Medium
PRD18700,2025-10-28,Cut-To-Length Line,C,MC019,OP024,HR Sheet,2456,2378,78,17,Material Shortage,91.2,3.18,2300,78,0.28,October,4,44,Tuesday,Medium
PRD18701,2025-03-18,Pickling Line,B,MC012,OP008,HR Sheet,1460,1425,35,38,Scheduled Maintenance,89.5,2.4,1390,35,0.63,March,1,12,Tuesday,Low
PRD18702,2025-11-17,Cut-To-Length Line,C,MC015,OP012,CR Coil,2258,2239,19,71,Mechanical Failure,93.6,0.84,2220,19,1.18,November,4,47,Monday,Medium
PRD18703,2025-01-14,Slitting Line,B,MC002,OP010,CR Coil,2128,2101,27,66,Power Failure,94.9,1.27,2074,27,1.1,January,1,3,Tuesday,Medium
PRD18704,2025-12-15,Rolling Line,A,MC012,OP011,HR Sheet,767,752,15,74,Quality Inspection,97.1,1.96,737,15,1.23,December,4,51,Monday,High
PRD18705,2025-05-11,Pickling Line,A,MC003,OP020,Steel Strip,696,678,18,71,Mechanical Failure,99.0,2.59,660,18,1.18,May,2,19,Sunday,High
PRD18706,2025-08-26,Finishing Line,A,MC015,OP006,HR Sheet,1792,1734,58,20,Power Failure,96.4,3.24,1676,58,0.33,August,3,35,Tuesday,High
PRD18707,2025-10-07,Finishing Line,A,MC014,OP012,CR Coil,890,886,4,17,Material Shortage,94.3,0.45,882,4,0.28,October,4,41,Tuesday,Medium
PRD18708,2025-03-06,Rolling Line,B,MC019,OP023,CR Coil,2221,2188,33,67,Mechanical Failure,94.2,1.49,2155,33,1.12,March,1,10,Thursday,Medium
PRD18709,2025-05-18,Slitting Line,A,MC003,OP022,HR Sheet,1066,1036,30,17,Mechanical Failure,97.8,2.81,1006,30,0.28,May,2,20,Sunday,High
PRD18710,2025-09-26,Finishing Line,C,MC015,OP013,HR Sheet,1097,1059,38,20,Tool Change,93.7,3.46,1021,38,0.33,September,3,39,Friday,Medium
PRD18711,2025-08-16,Rolling Line,C,MC011,OP022,HR Sheet,1117,1099,18,56,Mechanical Failure,99.0,1.61,1081,18,0.93,August,3,33,Saturday,High
PRD18712,2025-07-20,Slitting Line,B,MC009,OP007,GP Coil,1701,1672,29,98,Power Failure,93.9,1.7,1643,29,1.63,July,3,29,Sunday,Medium
PRD18713,2025-05-22,Slitting Line,B,MC007,OP009,Steel Strip,1131,1109,22,49,Tool Change,94.8,1.95,1087,22,0.82,May,2,21,Thursday,Medium
PRD18714,2025-04-10,Pickling Line,A,MC007,OP024,CR Sheet,1560,1527,33,61,Mechanical Failure,95.9,2.12,1494,33,1.02,April,2,15,Thursday,High
PRD18715,2025-05-18,Slitting Line,B,MC007,OP003,Steel Plate,543,526,17,22,Tool Change,92.6,3.13,509,17,0.37,May,2,20,Sunday,Medium
PRD18716,2025-06-17,Rolling Line,B,MC017,OP028,HR Coil,510,507,3,100,Tool Change,92.8,0.59,504,3,1.67,June,2,25,Tuesday,Medium
PRD18717,2025-04-09,Cut-To-Length Line,A,MC004,OP003,GI Sheet,1990,1924,66,80,Mechanical Failure,98.2,3.32,1858,66,1.33,April,2,15,Wednesday,High
PRD18718,2025-11-07,Rolling Line,A,MC004,OP016,Steel Strip,1020,978,42,42,Tool Change,95.9,4.12,936,42,0.7,November,4,45,Friday,High
PRD18719,2025-11-15,Cut-To-Length Line,B,MC007,OP018,HR Sheet,875,843,32,20,Mechanical Failure,95.9,3.66,811,32,0.33,November,4,46,Saturday,High
PRD18720,2025-11-23,Pickling Line,B,MC002,OP013,GP Coil,2302,2244,58,94,Scheduled Maintenance,93.7,2.52,2186,58,1.57,November,4,47,Sunday,Medium
PRD18721,2025-12-21,Pickling Line,C,MC005,OP022,GP Coil,1567,1539,28,71,Quality Inspection,92.4,1.79,1511,28,1.18,December,4,51,Sunday,Medium
PRD18722,2025-03-07,Rolling Line,C,MC010,OP023,CR Sheet,878,841,37,62,Tool Change,88.5,4.21,804,37,1.03,March,1,10,Friday,Low
PRD18723,2025-12-01,Cut-To-Length Line,C,MC018,OP009,Steel Strip,1722,1655,67,70,Mechanical Failure,93.5,3.89,1588,67,1.17,December,4,49,Monday,Medium
PRD18724,2025-11-25,Pickling Line,A,MC014,OP006,HR Coil,659,651,8,57,Mechanical Failure,95.5,1.21,643,8,0.95,November,4,48,Tuesday,High
PRD18725,2025-02-16,Slitting Line,C,MC003,OP015,HR Sheet,2312,2241,71,46,Quality Inspection,91.7,3.07,2170,71,0.77,February,1,7,Sunday,Medium
PRD18726,2025-12-03,Pickling Line,B,MC003,OP009,Steel Strip,2490,2405,85,28,Power Failure,93.0,3.41,2320,85,0.47,December,4,49,Wednesday,Medium
PRD18727,2025-08-19,Cut-To-Length Line,C,MC019,OP018,HR Coil,2384,2326,58,36,Mechanical Failure,97.4,2.43,2268,58,0.6,August,3,34,Tuesday,High
PRD18728,2025-11-04,Rolling Line,C,MC013,OP020,Steel Plate,2123,2074,49,26,Tool Change,91.6,2.31,2025,49,0.43,November,4,45,Tuesday,Medium
PRD18729,2025-05-26,Rolling Line,A,MC007,OP013,GI Sheet,669,650,19,78,Tool Change,91.5,2.84,631,19,1.3,May,2,22,Monday,Medium
PRD18730,2025-07-26,Slitting Line,A,MC006,OP001,GP Coil,779,759,20,35,Mechanical Failure,95.9,2.57,739,20,0.58,July,3,30,Saturday,High
PRD18731,2025-05-26,Cut-To-Length Line,B,MC020,OP006,Steel Strip,2267,2213,54,72,Material Shortage,95.8,2.38,2159,54,1.2,May,2,22,Monday,High
PRD18732,2025-06-01,Pickling Line,A,MC013,OP019,Steel Plate,1388,1305,83,17,Quality Inspection,92.1,5.98,1222,83,0.28,June,2,22,Sunday,Medium
PRD18733,2025-10-06,Cut-To-Length Line,C,MC005,OP026,GP Coil,2190,2158,32,55,Tool Change,93.6,1.46,2126,32,0.92,October,4,41,Monday,Medium
PRD18734,2025-05-20,Cut-To-Length Line,C,MC006,OP022,Steel Strip,1056,1026,30,10,Quality Inspection,93.6,2.84,996,30,0.17,May,2,21,Tuesday,Medium
PRD18735,2025-05-31,Finishing Line,A,MC012,OP001,Steel Plate,1913,1858,55,15,Power Failure,97.0,2.88,1803,55,0.25,May,2,22,Saturday,High
PRD18736,2025-01-21,Slitting Line,B,MC008,OP024,Steel Strip,1018,1003,15,43,Quality Inspection,93.9,1.47,988,15,0.72,January,1,4,Tuesday,Medium
PRD18737,2025-09-11,Slitting Line,B,MC018,OP022,Steel Plate,2254,2119,135,66,Mechanical Failure,97.7,5.99,1984,135,1.1,September,3,37,Thursday,High
PRD18738,2025-03-05,Finishing Line,A,MC015,OP012,GI Sheet,1661,1591,70,6,Tool Change,97.4,4.21,1521,70,0.1,March,1,10,Wednesday,High
PRD18739,2025-08-06,Slitting Line,C,MC008,OP029,CR Sheet,2140,2078,62,54,Material Shortage,88.0,2.9,2016,62,0.9,August,3,32,Wednesday,Low
PRD18740,2025-03-13,Pickling Line,B,MC013,OP023,CR Coil,1389,1365,24,61,Power Failure,95.1,1.73,1341,24,1.02,March,1,11,Thursday,High
PRD18741,2025-06-11,Rolling Line,B,MC007,OP025,GP Coil,1654,1624,30,106,Mechanical Failure,95.5,1.81,1594,30,1.77,June,2,24,Wednesday,High
PRD18742,2025-05-10,Finishing Line,C,MC016,OP016,Steel Plate,1417,1372,45,13,Power Failure,94.3,3.18,1327,45,0.22,May,2,19,Saturday,Medium
PRD18743,2025-03-10,Slitting Line,B,MC020,OP004,Steel Plate,958,934,24,47,Tool Change,93.6,2.51,910,24,0.78,March,1,11,Monday,Medium
PRD18744,2025-08-13,Rolling Line,A,MC005,OP004,HR Coil,1554,1512,42,125,Tool Change,97.9,2.7,1470,42,2.08,August,3,33,Wednesday,High
PRD18745,2025-09-03,Cut-To-Length Line,C,MC020,OP010,CR Coil,1053,1031,22,85,Tool Change,94.4,2.09,1009,22,1.42,September,3,36,Wednesday,Medium
PRD18746,2025-03-09,Slitting Line,B,MC015,OP014,HR Coil,1057,1045,12,34,Tool Change,93.8,1.14,1033,12,0.57,March,1,10,Sunday,Medium
PRD18747,2025-04-17,Finishing Line,C,MC015,OP020,CR Sheet,503,487,16,10,Material Shortage,92.6,3.18,471,16,0.17,April,2,16,Thursday,Medium
PRD18748,2025-04-19,Slitting Line,A,MC001,OP018,CR Coil,1845,1827,18,37,Scheduled Maintenance,96.3,0.98,1809,18,0.62,April,2,16,Saturday,High
PRD18749,2025-11-24,Cut-To-Length Line,A,MC004,OP003,GI Sheet,1096,1064,32,50,Tool Change,98.5,2.92,1032,32,0.83,November,4,48,Monday,High
PRD18750,2025-04-13,Slitting Line,C,MC020,OP006,GI Sheet,2338,2288,50,77,Scheduled Maintenance,97.1,2.14,2238,50,1.28,April,2,15,Sunday,High
PRD18751,2025-05-21,Finishing Line,B,MC004,OP018,HR Coil,679,663,16,13,Power Failure,95.7,2.36,647,16,0.22,May,2,21,Wednesday,High
PRD18752,2025-03-06,Finishing Line,B,MC015,OP009,HR Coil,2199,2171,28,20,Power Failure,88.9,1.27,2143,28,0.33,March,1,10,Thursday,Low
PRD18753,2025-05-14,Cut-To-Length Line,B,MC003,OP026,CR Sheet,1227,1206,21,34,Material Shortage,93.6,1.71,1185,21,0.57,May,2,20,Wednesday,Medium
PRD18754,2025-07-18,Finishing Line,B,MC006,OP013,CR Coil,1142,1118,24,12,Power Failure,96.3,2.1,1094,24,0.2,July,3,29,Friday,High
PRD18755,2025-06-04,Rolling Line,A,MC014,OP019,CR Coil,1706,1682,24,54,Tool Change,97.1,1.41,1658,24,0.9,June,2,23,Wednesday,High
PRD18756,2025-03-20,Finishing Line,A,MC002,OP010,HR Coil,1569,1532,37,18,Mechanical Failure,95.1,2.36,1495,37,0.3,March,1,12,Thursday,High
PRD18757,2025-09-07,Cut-To-Length Line,A,MC016,OP016,HR Coil,722,713,9,43,Power Failure,98.5,1.25,704,9,0.72,September,3,36,Sunday,High
PRD18758,2025-03-28,Finishing Line,B,MC003,OP019,Steel Plate,573,554,19,13,Material Shortage,93.6,3.32,535,19,0.22,March,1,13,Friday,Medium
PRD18759,2025-10-31,Cut-To-Length Line,C,MC020,OP006,GP Coil,957,934,23,56,Scheduled Maintenance,91.2,2.4,911,23,0.93,October,4,44,Friday,Medium
PRD18760,2025-08-29,Rolling Line,B,MC006,OP002,HR Coil,638,622,16,15,Power Failure,93.6,2.51,606,16,0.25,August,3,35,Friday,Medium
PRD18761,2025-03-29,Cut-To-Length Line,C,MC003,OP028,CR Coil,1984,1974,10,60,Tool Change,92.1,0.5,1964,10,1.0,March,1,13,Saturday,Medium
